Influenza-Associated Hospitalizations by Virus Type Percent (data downloaded on 9/13/2025)
Season,WEEK_NUMBER,INFLUENZA A,INFLUENZA B,INFLUENZA A AND B,UNKNOWN
2020-21,2021-3,20.0,60.0,20.0,0.0
2020-21,2021-4,66.7,33.3,0.0,0.0
2020-21,2021-5,27.3,63.6,9.1,0.0
2020-21,2021-6,33.3,66.7,0.0,0.0
2020-21,2021-7,50.0,50.0,0.0,0.0
2020-21,2021-8,40.0,60.0,0.0,0.0
2020-21,2021-9,55.6,44.4,0.0,0.0
2020-21,2021-10,50.0,50.0,0.0,0.0
2020-21,2021-11,0.0,66.7,33.3,0.0
2020-21,2021-12,50.0,50.0,0.0,0.0
2020-21,2021-13,75.0,25.0,0.0,0.0
2020-21,2021-14,25.0,75.0,0.0,0.0
2020-21,2021-15,0.0,66.7,0.0,33.3
2020-21,2021-16,0.0,100.0,0.0,0.0
2020-21,2021-17,33.3,66.7,0.0,0.0
2021-22,2021-40,33.3,50.0,16.7,0.0
2021-22,2021-41,41.7,58.3,0.0,0.0
2021-22,2021-42,77.8,22.2,0.0,0.0
2021-22,2021-43,55.6,44.4,0.0,0.0
2021-22,2021-44,75.0,25.0,0.0,0.0
2021-22,2021-45,88.2,5.9,5.9,0.0
2021-22,2021-46,66.7,33.3,0.0,0.0
2021-22,2021-47,97.8,2.2,0.0,0.0
2021-22,2021-48,97.5,1.3,1.3,0.0
2021-22,2021-49,97.6,2.4,0.0,0.0
2021-22,2021-50,96.5,3.5,0.0,0.0
2021-22,2021-51,99.1,0.9,0.0,0.0
2021-22,2021-52,96.5,3.5,0.0,0.0
2021-22,2022-1,96.2,3.8,0.0,0.0
2021-22,2022-2,92.4,7.6,0.0,0.0
2021-22,2022-3,92.0,5.3,2.7,0.0
2021-22,2022-4,91.5,8.5,0.0,0.0
2021-22,2022-5,84.9,13.2,0.0,1.9
2021-22,2022-6,94.4,5.6,0.0,0.0
2021-22,2022-7,89.2,10.8,0.0,0.0
2021-22,2022-8,95.2,2.4,0.0,2.4
2021-22,2022-9,99.0,1.0,0.0,0.0
2021-22,2022-10,97.5,2.5,0.0,0.0
2021-22,2022-11,96.7,3.3,0.0,0.0
2021-22,2022-12,99.0,1.0,0.0,0.0
2021-22,2022-13,98.6,1.1,0.0,0.4
2021-22,2022-14,98.4,1.3,0.0,0.3
2021-22,2022-15,99.7,0.3,0.0,0.0
2021-22,2022-16,98.6,1.1,0.3,0.0
2021-22,2022-17,97.5,2.2,0.3,0.0
2021-22,2022-18,98.8,0.9,0.3,0.0
2021-22,2022-19,97.0,3.0,0.0,0.0
2021-22,2022-20,97.8,1.8,0.0,0.4
2021-22,2022-21,97.9,1.6,0.0,0.5
2021-22,2022-22,95.7,4.3,0.0,0.0
2021-22,2022-23,94.7,4.3,0.0,1.1
2022-23,2022-40,93.5,5.7,0.0,0.8
2022-23,2022-41,93.8,4.9,0.6,0.6
2022-23,2022-42,94.1,5.1,0.7,0.0
2022-23,2022-43,96.1,3.1,0.4,0.4
2022-23,2022-44,97.4,1.7,0.4,0.6
2022-23,2022-45,96.8,2.2,0.0,1.0
2022-23,2022-46,97.7,2.0,0.2,0.1
2022-23,2022-47,97.4,1.7,0.1,0.8
2022-23,2022-48,98.0,1.2,0.0,0.8
2022-23,2022-49,97.9,1.4,0.1,0.6
2022-23,2022-50,97.8,1.5,0.3,0.4
2022-23,2022-51,98.2,1.3,0.1,0.4
2022-23,2022-52,97.6,1.7,0.1,0.7
2022-23,2023-1,97.5,2.2,0.3,0.0
2022-23,2023-2,95.5,3.5,0.8,0.3
2022-23,2023-3,92.3,7.3,0.0,0.4
2022-23,2023-4,86.5,12.0,0.0,1.5
2022-23,2023-5,89.0,10.2,0.0,0.8
2022-23,2023-6,87.3,10.8,1.0,1.0
2022-23,2023-7,80.9,16.9,1.1,1.1
2022-23,2023-8,65.4,30.9,1.2,2.5
2022-23,2023-9,68.6,30.0,1.4,0.0
2022-23,2023-10,60.8,37.8,1.4,0.0
2022-23,2023-11,56.8,43.2,0.0,0.0
2022-23,2023-12,56.3,42.5,0.0,1.3
2022-23,2023-13,57.5,42.5,0.0,0.0
2022-23,2023-14,64.3,34.3,0.0,1.4
2022-23,2023-15,44.3,54.1,1.6,0.0
2022-23,2023-16,57.6,40.7,1.7,0.0
2022-23,2023-17,44.0,56.0,0.0,0.0
2023-24,2023-40,80.6,19.4,0.0,0.0
2023-24,2023-41,82.2,16.4,1.4,0.0
2023-24,2023-42,69.6,26.6,1.3,2.5
2023-24,2023-43,76.9,21.8,0.0,1.3
2023-24,2023-44,83.0,17.0,0.0,0.0
2023-24,2023-45,80.4,17.0,1.7,0.9
2023-24,2023-46,86.7,13.0,0.0,0.4
2023-24,2023-47,89.4,10.3,0.0,0.2
2023-24,2023-48,89.9,9.9,0.0,0.2
2023-24,2023-49,90.0,9.8,0.0,0.2
2023-24,2023-50,89.7,9.7,0.2,0.4
2023-24,2023-51,90.3,9.3,0.1,0.2
2023-24,2023-52,90.8,8.9,0.1,0.2
2023-24,2024-1,87.3,11.9,0.4,0.4
2023-24,2024-2,88.8,10.6,0.4,0.2
2023-24,2024-3,86.3,13.0,0.2,0.5
2023-24,2024-4,85.2,14.7,0.0,0.1
2023-24,2024-5,85.9,13.8,0.1,0.2
2023-24,2024-6,81.2,17.9,0.6,0.4
2023-24,2024-7,81.6,18.1,0.2,0.1
2023-24,2024-8,81.6,18.1,0.1,0.2
2023-24,2024-9,78.3,21.0,0.4,0.3
2023-24,2024-10,76.6,22.9,0.0,0.5
2023-24,2024-11,77.2,22.6,0.2,0.0
2023-24,2024-12,73.0,26.5,0.0,0.5
2023-24,2024-13,77.3,22.1,0.0,0.6
2023-24,2024-14,72.7,26.9,0.2,0.2
2023-24,2024-15,73.8,25.9,0.0,0.3
2023-24,2024-16,77.5,21.8,0.4,0.4
2023-24,2024-17,75.5,23.1,0.5,1.0
2023-24,2024-18,80.6,19.4,0.0,0.0
2023-24,2024-19,81.9,16.4,0.9,0.9
2023-24,2024-20,75.8,23.1,0.0,1.1
2023-24,2024-21,78.6,20.2,0.0,1.2
2023-24,2024-22,82.9,17.1,0.0,0.0
2023-24,2024-23,75.4,24.6,0.0,0.0
2023-24,2024-24,80.4,17.6,0.0,2.0
2023-24,2024-25,84.8,13.6,0.0,1.5
2023-24,2024-26,87.5,12.5,0.0,0.0
2023-24,2024-27,84.6,15.4,0.0,0.0
2023-24,2024-28,90.6,9.4,0.0,0.0
2023-24,2024-29,67.6,32.4,0.0,0.0
2023-24,2024-30,80.8,19.2,0.0,0.0
2023-24,2024-31,94.7,5.3,0.0,0.0
2023-24,2024-32,75.0,25.0,0.0,0.0
2023-24,2024-33,83.3,13.3,3.3,0.0
2023-24,2024-34,57.9,42.1,0.0,0.0
2023-24,2024-35,66.7,33.3,0.0,0.0
2023-24,2024-36,71.4,28.6,0.0,0.0
2023-24,2024-37,57.7,42.3,0.0,0.0
2023-24,2024-38,71.1,28.9,0.0,0.0
2023-24,2024-39,82.1,15.4,2.6,0.0
2024-25,2024-40,84.0,16.0,0.0,0.0
2024-25,2024-41,74.4,25.6,0.0,0.0
2024-25,2024-42,70.4,25.9,3.7,0.0
2024-25,2024-43,80.6,19.4,0.0,0.0
2024-25,2024-44,85.3,14.7,0.0,0.0
2024-25,2024-45,85.7,13.1,0.0,1.2
2024-25,2024-46,90.9,8.3,0.8,0.0
2024-25,2024-47,91.5,7.8,0.7,0.0
2024-25,2024-48,89.9,9.6,0.0,0.6
2024-25,2024-49,95.6,4.1,0.0,0.3
2024-25,2024-50,96.3,3.6,0.0,0.2
2024-25,2024-51,97.6,1.8,0.2,0.3
2024-25,2024-52,98.5,1.2,0.2,0.1
2024-25,2025-1,98.6,1.2,0.1,0.1
2024-25,2025-2,98.5,1.3,0.0,0.2
2024-25,2025-3,98.7,1.1,0.1,0.1
2024-25,2025-4,98.6,1.2,0.1,0.2
2024-25,2025-5,98.8,1.0,0.0,0.1
2024-25,2025-6,98.4,1.2,0.1,0.3
2024-25,2025-7,98.1,1.7,0.0,0.2
2024-25,2025-8,96.8,2.9,0.1,0.3
2024-25,2025-9,95.3,4.2,0.0,0.5
2024-25,2025-10,94.5,5.1,0.2,0.1
2024-25,2025-11,91.7,7.5,0.3,0.4
2024-25,2025-12,86.7,12.4,0.2,0.7
2024-25,2025-13,80.9,18.3,0.3,0.5
2024-25,2025-14,73.3,26.5,0.2,0.0
2024-25,2025-15,64.6,34.6,0.6,0.3
2024-25,2025-16,66.7,32.9,0.0,0.4
2024-25,2025-17,58.4,41.3,0.3,0.0

"1. The Influenza Hospitalization Surveillance Network (FluSurv-NET) data are preliminary and subject to change as more data become available. In particular, case counts and rates for recent hospital admissions are subject to reporting delays. As data are received each week, prior case counts and rates are updated accordingly. FluSurv-NET conducts population-based surveillance for laboratory-confirmed influenza-associated hospitalizations in children <18 years of age and adults. The FluSurv-NET catchment area includes more than 90 selected counties or county equivalents in California, Colorado, Connecticut, Georgia, Maryland, Michigan, Minnesota, New Mexico, New York, North Carolina, Ohio, Oregon, Tennessee, and Utah. Additional counties in Idaho (2010 to 2011), Iowa (2012 to 2013, 2020-2022), Oklahoma (2010 to 2011), and Rhode Island (2010 to 2013) have also contributed to the network. Incidence rates (per 100,000 population) are calculated using either the National Center for Health Statistics' (NCHS) vintage bridged-race postcensal population estimates (for years prior to 2020) or U.S. Census vintage unbridged-race postcensal population estimates (for 2020 through present) for the counties or county equivalents included in the surveillance catchment area. The rates provided are likely to be underestimated as influenza-associated hospitalizations might be missed due to test availability and provider or facility testing practices."
"2. In most influenza seasons, case counts reflect cases hospitalized during October 1 – April 30 of each influenza season. Cases hospitalized during Week 39 are included in the totals for Week 40, while cases hospitalized during Week 18 are included in the totals for Week 17. In 2009-10, case counts reflect cases hospitalized during Sept 1, 2009 through April 30, 2010 (Week 35 – Week 17). In the 2021-22, rates reflect cases hospitalized beginning October 1, 2021 (Week 39), but given late influenza season activity, the season was extended to June 11, 2022 (Week 23). In 2023-2024, surveillance was extended to September 28, 2024 (Week 39) for situational awareness during the ongoing outbreak of highly pathogenic avian influenza (HPAI) A(H5N1) virus among birds, poultry, dairy cattle, and other animals in the United States (H5N1 Bird Flu: Current Situation Summary | Avian Influenza (Flu) (cdc.gov))."
